date,Salesforce Stock Price_unscaled,Salesforce Stock Price_monthly,scale,Salesforce Stock Price
2014-06-21,66,6.0,0.06,3.96
2014-06-22,0,6.0,0.06,0.0
2014-06-23,0,6.0,0.06,0.0
2014-06-24,35,6.0,0.06,2.1
2014-06-25,0,6.0,0.06,0.0
2014-06-26,0,6.0,0.06,0.0
2014-06-27,0,6.0,0.06,0.0
2014-06-28,0,6.0,0.06,0.0
2014-06-29,100,6.0,0.06,6.0
2014-06-30,0,6.0,0.06,0.0
2014-07-01,0,3.0,0.03,0.0
2014-07-02,0,3.0,0.03,0.0
2014-07-03,0,3.0,0.03,0.0
2014-07-04,55,3.0,0.03,1.65
2014-07-05,0,3.0,0.03,0.0
2014-07-06,0,3.0,0.03,0.0
2014-07-07,100,3.0,0.03,3.0
2014-07-08,0,3.0,0.03,0.0
2014-07-09,0,3.0,0.03,0.0
2014-07-10,0,3.0,0.03,0.0
2014-07-11,46,3.0,0.03,1.38
2014-07-12,0,3.0,0.03,0.0
2014-07-13,40,3.0,0.03,1.2
2014-07-14,0,3.0,0.03,0.0
2014-07-15,0,3.0,0.03,0.0
2014-07-16,26,3.0,0.03,0.78
2014-07-17,0,3.0,0.03,0.0
2014-07-18,31,3.0,0.03,0.9299999999999999
2014-07-19,0,3.0,0.03,0.0
2014-07-20,55,3.0,0.03,1.65
2014-07-21,0,3.0,0.03,0.0
2014-07-22,0,3.0,0.03,0.0
2014-07-23,0,3.0,0.03,0.0
2014-07-24,0,3.0,0.03,0.0
2014-07-25,0,3.0,0.03,0.0
2014-07-26,0,3.0,0.03,0.0
2014-07-27,0,3.0,0.03,0.0
2014-07-28,0,3.0,0.03,0.0
2014-07-29,35,3.0,0.03,1.05
2014-07-30,0,3.0,0.03,0.0
2014-07-31,0,3.0,0.03,0.0
2014-08-01,100,5.0,0.05,5.0
2014-08-02,0,5.0,0.05,0.0
2014-08-03,25,5.0,0.05,1.25
2014-08-04,0,5.0,0.05,0.0
2014-08-05,25,5.0,0.05,1.25
2014-08-06,0,5.0,0.05,0.0
2014-08-07,0,5.0,0.05,0.0
2014-08-08,0,5.0,0.05,0.0
2014-08-09,0,5.0,0.05,0.0
2014-08-10,0,5.0,0.05,0.0
2014-08-11,31,5.0,0.05,1.55
2014-08-12,0,5.0,0.05,0.0
2014-08-13,0,5.0,0.05,0.0
2014-08-14,26,5.0,0.05,1.3
2014-08-15,0,5.0,0.05,0.0
2014-08-16,32,5.0,0.05,1.6
2014-08-17,41,5.0,0.05,2.0500000000000003
2014-08-18,0,5.0,0.05,0.0
2014-08-19,0,5.0,0.05,0.0
2014-08-20,0,5.0,0.05,0.0
2014-08-21,0,5.0,0.05,0.0
2014-08-22,0,5.0,0.05,0.0
2014-08-23,0,5.0,0.05,0.0
2014-08-24,0,5.0,0.05,0.0
2014-08-25,0,5.0,0.05,0.0
2014-08-26,29,5.0,0.05,1.4500000000000002
2014-08-27,0,5.0,0.05,0.0
2014-08-28,22,5.0,0.05,1.1
2014-08-29,0,5.0,0.05,0.0
2014-08-30,30,5.0,0.05,1.5
2014-08-31,0,5.0,0.05,0.0
2014-09-01,0,4.0,0.04,0.0
2014-09-02,0,4.0,0.04,0.0
2014-09-03,0,4.0,0.04,0.0
2014-09-04,0,4.0,0.04,0.0
2014-09-05,0,4.0,0.04,0.0
2014-09-06,0,4.0,0.04,0.0
2014-09-07,0,4.0,0.04,0.0
2014-09-08,0,4.0,0.04,0.0
2014-09-09,0,4.0,0.04,0.0
2014-09-10,0,4.0,0.04,0.0
2014-09-11,0,4.0,0.04,0.0
2014-09-12,0,4.0,0.04,0.0
2014-09-13,100,4.0,0.04,4.0
2014-09-14,0,4.0,0.04,0.0
2014-09-15,0,4.0,0.04,0.0
2014-09-16,39,4.0,0.04,1.56
2014-09-17,0,4.0,0.04,0.0
2014-09-18,27,4.0,0.04,1.08
2014-09-19,0,4.0,0.04,0.0
2014-09-20,0,4.0,0.04,0.0
2014-09-21,0,4.0,0.04,0.0
2014-09-22,43,4.0,0.04,1.72
2014-09-23,0,4.0,0.04,0.0
2014-09-24,0,4.0,0.04,0.0
2014-09-25,0,4.0,0.04,0.0
2014-09-26,0,4.0,0.04,0.0
2014-09-27,0,4.0,0.04,0.0
2014-09-28,0,4.0,0.04,0.0
2014-09-29,0,4.0,0.04,0.0
2014-09-30,0,4.0,0.04,0.0
2014-10-01,0,5.0,0.05,0.0
2014-10-02,0,5.0,0.05,0.0
2014-10-03,0,5.0,0.05,0.0
2014-10-04,0,5.0,0.05,0.0
2014-10-05,0,5.0,0.05,0.0
2014-10-06,0,5.0,0.05,0.0
2014-10-07,0,5.0,0.05,0.0
2014-10-08,0,5.0,0.05,0.0
2014-10-09,0,5.0,0.05,0.0
2014-10-10,0,5.0,0.05,0.0
2014-10-11,0,5.0,0.05,0.0
2014-10-12,52,5.0,0.05,2.6
2014-10-13,0,5.0,0.05,0.0
2014-10-14,0,5.0,0.05,0.0
2014-10-15,0,5.0,0.05,0.0
2014-10-16,30,5.0,0.05,1.5
2014-10-17,49,5.0,0.05,2.45
2014-10-18,29,5.0,0.05,1.4500000000000002
2014-10-19,0,5.0,0.05,0.0
2014-10-20,0,5.0,0.05,0.0
2014-10-21,0,5.0,0.05,0.0
2014-10-22,0,5.0,0.05,0.0
2014-10-23,0,5.0,0.05,0.0
2014-10-24,100,5.0,0.05,5.0
2014-10-25,0,5.0,0.05,0.0
2014-10-26,0,5.0,0.05,0.0
2014-10-27,0,5.0,0.05,0.0
2014-10-28,0,5.0,0.05,0.0
2014-10-29,42,5.0,0.05,2.1
2014-10-30,0,5.0,0.05,0.0
2014-10-31,0,5.0,0.05,0.0
2014-11-01,0,5.0,0.05,0.0
2014-11-02,55,5.0,0.05,2.75
2014-11-03,0,5.0,0.05,0.0
2014-11-04,0,5.0,0.05,0.0
2014-11-05,31,5.0,0.05,1.55
2014-11-06,0,5.0,0.05,0.0
2014-11-07,0,5.0,0.05,0.0
2014-11-08,0,5.0,0.05,0.0
2014-11-09,100,5.0,0.05,5.0
2014-11-10,0,5.0,0.05,0.0
2014-11-11,55,5.0,0.05,2.75
2014-11-12,93,5.0,0.05,4.65
2014-11-13,0,5.0,0.05,0.0
2014-11-14,0,5.0,0.05,0.0
2014-11-15,0,5.0,0.05,0.0
2014-11-16,0,5.0,0.05,0.0
2014-11-17,0,5.0,0.05,0.0
2014-11-18,0,5.0,0.05,0.0
2014-11-19,0,5.0,0.05,0.0
2014-11-20,0,5.0,0.05,0.0
2014-11-21,0,5.0,0.05,0.0
2014-11-22,0,5.0,0.05,0.0
2014-11-23,0,5.0,0.05,0.0
2014-11-24,0,5.0,0.05,0.0
2014-11-25,0,5.0,0.05,0.0
2014-11-26,65,5.0,0.05,3.25
2014-11-27,0,5.0,0.05,0.0
2014-11-28,0,5.0,0.05,0.0
2014-11-29,0,5.0,0.05,0.0
2014-11-30,0,5.0,0.05,0.0
2014-12-01,0,3.0,0.03,0.0
2014-12-02,0,3.0,0.03,0.0
2014-12-03,0,3.0,0.03,0.0
2014-12-04,0,3.0,0.03,0.0
2014-12-05,0,3.0,0.03,0.0
2014-12-06,0,3.0,0.03,0.0
2014-12-07,0,3.0,0.03,0.0
2014-12-08,14,3.0,0.03,0.42
2014-12-09,0,3.0,0.03,0.0
2014-12-10,14,3.0,0.03,0.42
2014-12-11,25,3.0,0.03,0.75
2014-12-12,0,3.0,0.03,0.0
2014-12-13,29,3.0,0.03,0.87
2014-12-14,0,3.0,0.03,0.0
2014-12-15,0,3.0,0.03,0.0
2014-12-16,0,3.0,0.03,0.0
2014-12-17,0,3.0,0.03,0.0
2014-12-18,0,3.0,0.03,0.0
2014-12-19,0,3.0,0.03,0.0
2014-12-20,0,3.0,0.03,0.0
2014-12-21,0,3.0,0.03,0.0
2014-12-22,0,3.0,0.03,0.0
2014-12-23,0,3.0,0.03,0.0
2014-12-24,25,3.0,0.03,0.75
2014-12-25,0,3.0,0.03,0.0
2014-12-26,0,3.0,0.03,0.0
2014-12-27,0,3.0,0.03,0.0
2014-12-28,100,3.0,0.03,3.0
2014-12-29,0,3.0,0.03,0.0
2014-12-30,0,3.0,0.03,0.0
2014-12-31,0,3.0,0.03,0.0
2015-01-01,0,7.0,0.07,0.0
2015-01-02,0,7.0,0.07,0.0
2015-01-03,22,7.0,0.07,1.54
2015-01-04,0,7.0,0.07,0.0
2015-01-05,0,7.0,0.07,0.0
2015-01-06,100,7.0,0.07,7.000000000000001
2015-01-07,0,7.0,0.07,0.0
2015-01-08,18,7.0,0.07,1.2600000000000002
2015-01-09,0,7.0,0.07,0.0
2015-01-10,0,7.0,0.07,0.0
2015-01-11,0,7.0,0.07,0.0
2015-01-12,28,7.0,0.07,1.9600000000000002
2015-01-13,76,7.0,0.07,5.32
2015-01-14,0,7.0,0.07,0.0
2015-01-15,0,7.0,0.07,0.0
2015-01-16,0,7.0,0.07,0.0
2015-01-17,0,7.0,0.07,0.0
2015-01-18,0,7.0,0.07,0.0
2015-01-19,0,7.0,0.07,0.0
2015-01-20,0,7.0,0.07,0.0
2015-01-21,0,7.0,0.07,0.0
2015-01-22,0,7.0,0.07,0.0
2015-01-23,30,7.0,0.07,2.1
2015-01-24,0,7.0,0.07,0.0
2015-01-25,0,7.0,0.07,0.0
2015-01-26,0,7.0,0.07,0.0
2015-01-27,0,7.0,0.07,0.0
2015-01-28,0,7.0,0.07,0.0
2015-01-29,0,7.0,0.07,0.0
2015-01-30,0,7.0,0.07,0.0
2015-01-31,0,7.0,0.07,0.0
2015-02-01,0,4.0,0.04,0.0
2015-02-02,42,4.0,0.04,1.68
2015-02-03,0,4.0,0.04,0.0
2015-02-04,45,4.0,0.04,1.8
2015-02-05,0,4.0,0.04,0.0
2015-02-06,0,4.0,0.04,0.0
2015-02-07,0,4.0,0.04,0.0
2015-02-08,0,4.0,0.04,0.0
2015-02-09,55,4.0,0.04,2.2
2015-02-10,0,4.0,0.04,0.0
2015-02-11,0,4.0,0.04,0.0
2015-02-12,44,4.0,0.04,1.76
2015-02-13,0,4.0,0.04,0.0
2015-02-14,0,4.0,0.04,0.0
2015-02-15,0,4.0,0.04,0.0
2015-02-16,36,4.0,0.04,1.44
2015-02-17,0,4.0,0.04,0.0
2015-02-18,0,4.0,0.04,0.0
2015-02-19,0,4.0,0.04,0.0
2015-02-20,0,4.0,0.04,0.0
2015-02-21,0,4.0,0.04,0.0
2015-02-22,0,4.0,0.04,0.0
2015-02-23,0,4.0,0.04,0.0
2015-02-24,0,4.0,0.04,0.0
2015-02-25,0,4.0,0.04,0.0
2015-02-26,0,4.0,0.04,0.0
2015-02-27,36,4.0,0.04,1.44
2015-02-28,100,4.0,0.04,4.0
2015-03-01,0,3.0,0.03,0.0
2015-03-02,0,3.0,0.03,0.0
2015-03-03,0,3.0,0.03,0.0
2015-03-04,0,3.0,0.03,0.0
2015-03-05,0,3.0,0.03,0.0
2015-03-06,0,3.0,0.03,0.0
2015-03-07,47,3.0,0.03,1.41
2015-03-08,0,3.0,0.03,0.0
2015-03-09,0,3.0,0.03,0.0
2015-03-10,0,3.0,0.03,0.0
2015-03-11,0,3.0,0.03,0.0
2015-03-12,0,3.0,0.03,0.0
2015-03-13,0,3.0,0.03,0.0
2015-03-14,34,3.0,0.03,1.02
2015-03-15,0,3.0,0.03,0.0
2015-03-16,0,3.0,0.03,0.0
2015-03-17,72,3.0,0.03,2.16
2015-03-18,0,3.0,0.03,0.0
2015-03-19,0,3.0,0.03,0.0
2015-03-20,30,3.0,0.03,0.8999999999999999
2015-03-21,59,3.0,0.03,1.77
2015-03-22,0,3.0,0.03,0.0
2015-03-23,0,3.0,0.03,0.0
2015-03-24,0,3.0,0.03,0.0
2015-03-25,0,3.0,0.03,0.0
2015-03-26,0,3.0,0.03,0.0
2015-03-27,100,3.0,0.03,3.0
2015-03-28,0,3.0,0.03,0.0
2015-03-29,0,3.0,0.03,0.0
2015-03-30,0,3.0,0.03,0.0
2015-03-31,39,3.0,0.03,1.17
2015-04-01,45,6.0,0.06,2.6999999999999997
2015-04-02,0,6.0,0.06,0.0
2015-04-03,0,6.0,0.06,0.0
2015-04-04,100,6.0,0.06,6.0
2015-04-05,0,6.0,0.06,0.0
2015-04-06,0,6.0,0.06,0.0
2015-04-07,0,6.0,0.06,0.0
2015-04-08,0,6.0,0.06,0.0
2015-04-09,0,6.0,0.06,0.0
2015-04-10,0,6.0,0.06,0.0
2015-04-11,0,6.0,0.06,0.0
2015-04-12,0,6.0,0.06,0.0
2015-04-13,0,6.0,0.06,0.0
2015-04-14,35,6.0,0.06,2.1
2015-04-15,41,6.0,0.06,2.46
2015-04-16,0,6.0,0.06,0.0
2015-04-17,0,6.0,0.06,0.0
2015-04-18,0,6.0,0.06,0.0
2015-04-19,78,6.0,0.06,4.68
2015-04-20,0,6.0,0.06,0.0
2015-04-21,47,6.0,0.06,2.82
2015-04-22,0,6.0,0.06,0.0
2015-04-23,0,6.0,0.06,0.0
2015-04-24,32,6.0,0.06,1.92
2015-04-25,0,6.0,0.06,0.0
2015-04-26,0,6.0,0.06,0.0
2015-04-27,26,6.0,0.06,1.56
2015-04-28,31,6.0,0.06,1.8599999999999999
2015-04-29,0,6.0,0.06,0.0
2015-04-30,0,6.0,0.06,0.0
2015-05-01,0,11.0,0.11,0.0
2015-05-02,0,11.0,0.11,0.0
2015-05-03,0,11.0,0.11,0.0
2015-05-04,0,11.0,0.11,0.0
2015-05-05,0,11.0,0.11,0.0
2015-05-06,0,11.0,0.11,0.0
2015-05-07,0,11.0,0.11,0.0
2015-05-08,100,11.0,0.11,11.0
2015-05-09,0,11.0,0.11,0.0
2015-05-10,0,11.0,0.11,0.0
2015-05-11,23,11.0,0.11,2.53
2015-05-12,0,11.0,0.11,0.0
2015-05-13,0,11.0,0.11,0.0
2015-05-14,21,11.0,0.11,2.31
2015-05-15,74,11.0,0.11,8.14
2015-05-16,0,11.0,0.11,0.0
2015-05-17,36,11.0,0.11,3.96
2015-05-18,0,11.0,0.11,0.0
2015-05-19,0,11.0,0.11,0.0
2015-05-20,0,11.0,0.11,0.0
2015-05-21,44,11.0,0.11,4.84
2015-05-22,0,11.0,0.11,0.0
2015-05-23,50,11.0,0.11,5.5
2015-05-24,0,11.0,0.11,0.0
2015-05-25,0,11.0,0.11,0.0
2015-05-26,0,11.0,0.11,0.0
2015-05-27,22,11.0,0.11,2.42
2015-05-28,0,11.0,0.11,0.0
2015-05-29,43,11.0,0.11,4.73
2015-05-30,0,11.0,0.11,0.0
2015-05-31,0,11.0,0.11,0.0
2015-06-01,0,7.0,0.07,0.0
2015-06-02,0,7.0,0.07,0.0
2015-06-03,0,7.0,0.07,0.0
2015-06-04,0,7.0,0.07,0.0
2015-06-05,0,7.0,0.07,0.0
2015-06-06,0,7.0,0.07,0.0
2015-06-07,0,7.0,0.07,0.0
2015-06-08,0,7.0,0.07,0.0
2015-06-09,43,7.0,0.07,3.0100000000000002
2015-06-10,100,7.0,0.07,7.000000000000001
2015-06-11,0,7.0,0.07,0.0
2015-06-12,0,7.0,0.07,0.0
2015-06-13,70,7.0,0.07,4.9
2015-06-14,0,7.0,0.07,0.0
2015-06-15,0,7.0,0.07,0.0
2015-06-16,0,7.0,0.07,0.0
2015-06-17,44,7.0,0.07,3.08
2015-06-18,57,7.0,0.07,3.99
2015-06-19,0,7.0,0.07,0.0
2015-06-20,75,7.0,0.07,5.250000000000001
2015-06-21,0,7.0,0.07,0.0
2015-06-22,0,7.0,0.07,0.0
2015-06-23,0,7.0,0.07,0.0
2015-06-24,0,7.0,0.07,0.0
2015-06-25,77,7.0,0.07,5.390000000000001
2015-06-26,0,7.0,0.07,0.0
2015-06-27,88,7.0,0.07,6.16
2015-06-28,0,7.0,0.07,0.0
2015-06-29,0,7.0,0.07,0.0
2015-06-30,0,7.0,0.07,0.0
2015-07-01,0,6.0,0.06,0.0
2015-07-02,0,6.0,0.06,0.0
2015-07-03,0,6.0,0.06,0.0
2015-07-04,0,6.0,0.06,0.0
2015-07-05,59,6.0,0.06,3.54
2015-07-06,0,6.0,0.06,0.0
2015-07-07,55,6.0,0.06,3.3
2015-07-08,0,6.0,0.06,0.0
2015-07-09,0,6.0,0.06,0.0
2015-07-10,35,6.0,0.06,2.1
2015-07-11,0,6.0,0.06,0.0
2015-07-12,0,6.0,0.06,0.0
2015-07-13,52,6.0,0.06,3.12
2015-07-14,32,6.0,0.06,1.92
2015-07-15,36,6.0,0.06,2.16
2015-07-16,0,6.0,0.06,0.0
2015-07-17,0,6.0,0.06,0.0
2015-07-18,0,6.0,0.06,0.0
2015-07-19,0,6.0,0.06,0.0
2015-07-20,0,6.0,0.06,0.0
2015-07-21,0,6.0,0.06,0.0
2015-07-22,100,6.0,0.06,6.0
2015-07-23,0,6.0,0.06,0.0
2015-07-24,0,6.0,0.06,0.0
2015-07-25,0,6.0,0.06,0.0
2015-07-26,0,6.0,0.06,0.0
2015-07-27,0,6.0,0.06,0.0
2015-07-28,0,6.0,0.06,0.0
2015-07-29,0,6.0,0.06,0.0
2015-07-30,40,6.0,0.06,2.4
2015-07-31,95,6.0,0.06,5.7
2015-08-01,0,12.0,0.12,0.0
2015-08-02,84,12.0,0.12,10.08
2015-08-03,0,12.0,0.12,0.0
2015-08-04,0,12.0,0.12,0.0
2015-08-05,0,12.0,0.12,0.0
2015-08-06,0,12.0,0.12,0.0
2015-08-07,81,12.0,0.12,9.719999999999999
2015-08-08,0,12.0,0.12,0.0
2015-08-09,0,12.0,0.12,0.0
2015-08-10,0,12.0,0.12,0.0
2015-08-11,0,12.0,0.12,0.0
2015-08-12,0,12.0,0.12,0.0
2015-08-13,62,12.0,0.12,7.4399999999999995
2015-08-14,0,12.0,0.12,0.0
2015-08-15,0,12.0,0.12,0.0
2015-08-16,0,12.0,0.12,0.0
2015-08-17,0,12.0,0.12,0.0
2015-08-18,0,12.0,0.12,0.0
2015-08-19,32,12.0,0.12,3.84
2015-08-20,78,12.0,0.12,9.36
2015-08-21,37,12.0,0.12,4.4399999999999995
2015-08-22,0,12.0,0.12,0.0
2015-08-23,0,12.0,0.12,0.0
2015-08-24,0,12.0,0.12,0.0
2015-08-25,0,12.0,0.12,0.0
2015-08-26,0,12.0,0.12,0.0
2015-08-27,0,12.0,0.12,0.0
2015-08-28,53,12.0,0.12,6.359999999999999
2015-08-29,100,12.0,0.12,12.0
2015-08-30,0,12.0,0.12,0.0
2015-08-31,56,12.0,0.12,6.72
2015-09-01,0,3.0,0.03,0.0
2015-09-02,42,3.0,0.03,1.26
2015-09-03,0,3.0,0.03,0.0
2015-09-04,0,3.0,0.03,0.0
2015-09-05,0,3.0,0.03,0.0
2015-09-06,59,3.0,0.03,1.77
2015-09-07,0,3.0,0.03,0.0
2015-09-08,32,3.0,0.03,0.96
2015-09-09,0,3.0,0.03,0.0
2015-09-10,0,3.0,0.03,0.0
2015-09-11,0,3.0,0.03,0.0
2015-09-12,100,3.0,0.03,3.0
2015-09-13,0,3.0,0.03,0.0
2015-09-14,0,3.0,0.03,0.0
2015-09-15,0,3.0,0.03,0.0
2015-09-16,0,3.0,0.03,0.0
2015-09-17,0,3.0,0.03,0.0
2015-09-18,0,3.0,0.03,0.0
2015-09-19,0,3.0,0.03,0.0
2015-09-20,76,3.0,0.03,2.28
2015-09-21,0,3.0,0.03,0.0
2015-09-22,0,3.0,0.03,0.0
2015-09-23,0,3.0,0.03,0.0
2015-09-24,0,3.0,0.03,0.0
2015-09-25,0,3.0,0.03,0.0
2015-09-26,0,3.0,0.03,0.0
2015-09-27,0,3.0,0.03,0.0
2015-09-28,0,3.0,0.03,0.0
2015-09-29,0,3.0,0.03,0.0
2015-09-30,30,3.0,0.03,0.8999999999999999
2015-10-01,0,6.0,0.06,0.0
2015-10-02,0,6.0,0.06,0.0
2015-10-03,0,6.0,0.06,0.0
2015-10-04,0,6.0,0.06,0.0
2015-10-05,0,6.0,0.06,0.0
2015-10-06,35,6.0,0.06,2.1
2015-10-07,34,6.0,0.06,2.04
2015-10-08,0,6.0,0.06,0.0
2015-10-09,52,6.0,0.06,3.12
2015-10-10,0,6.0,0.06,0.0
2015-10-11,0,6.0,0.06,0.0
2015-10-12,82,6.0,0.06,4.92
2015-10-13,0,6.0,0.06,0.0
2015-10-14,0,6.0,0.06,0.0
2015-10-15,0,6.0,0.06,0.0
2015-10-16,0,6.0,0.06,0.0
2015-10-17,0,6.0,0.06,0.0
2015-10-18,0,6.0,0.06,0.0
2015-10-19,100,6.0,0.06,6.0
2015-10-20,0,6.0,0.06,0.0
2015-10-21,0,6.0,0.06,0.0
2015-10-22,37,6.0,0.06,2.2199999999999998
2015-10-23,0,6.0,0.06,0.0
2015-10-24,0,6.0,0.06,0.0
2015-10-25,0,6.0,0.06,0.0
2015-10-26,0,6.0,0.06,0.0
2015-10-27,0,6.0,0.06,0.0
2015-10-28,0,6.0,0.06,0.0
2015-10-29,0,6.0,0.06,0.0
2015-10-30,0,6.0,0.06,0.0
2015-10-31,64,6.0,0.06,3.84
2015-11-01,100,7.0,0.07,7.000000000000001
2015-11-02,0,7.0,0.07,0.0
2015-11-03,56,7.0,0.07,3.9200000000000004
2015-11-04,0,7.0,0.07,0.0
2015-11-05,0,7.0,0.07,0.0
2015-11-06,0,7.0,0.07,0.0
2015-11-07,0,7.0,0.07,0.0
2015-11-08,0,7.0,0.07,0.0
2015-11-09,0,7.0,0.07,0.0
2015-11-10,0,7.0,0.07,0.0
2015-11-11,0,7.0,0.07,0.0
2015-11-12,0,7.0,0.07,0.0
2015-11-13,0,7.0,0.07,0.0
2015-11-14,0,7.0,0.07,0.0
2015-11-15,0,7.0,0.07,0.0
2015-11-16,57,7.0,0.07,3.99
2015-11-17,0,7.0,0.07,0.0
2015-11-18,38,7.0,0.07,2.66
2015-11-19,88,7.0,0.07,6.16
2015-11-20,0,7.0,0.07,0.0
2015-11-21,0,7.0,0.07,0.0
2015-11-22,64,7.0,0.07,4.48
2015-11-23,0,7.0,0.07,0.0
2015-11-24,51,7.0,0.07,3.5700000000000003
2015-11-25,0,7.0,0.07,0.0
2015-11-26,0,7.0,0.07,0.0
2015-11-27,0,7.0,0.07,0.0
2015-11-28,0,7.0,0.07,0.0
2015-11-29,0,7.0,0.07,0.0
2015-11-30,0,7.0,0.07,0.0
2015-12-01,0,3.0,0.03,0.0
2015-12-02,0,3.0,0.03,0.0
2015-12-03,0,3.0,0.03,0.0
2015-12-04,0,3.0,0.03,0.0
2015-12-05,0,3.0,0.03,0.0
2015-12-06,0,3.0,0.03,0.0
2015-12-07,0,3.0,0.03,0.0
2015-12-08,0,3.0,0.03,0.0
2015-12-09,0,3.0,0.03,0.0
2015-12-10,0,3.0,0.03,0.0
2015-12-11,0,3.0,0.03,0.0
2015-12-12,0,3.0,0.03,0.0
2015-12-13,0,3.0,0.03,0.0
2015-12-14,0,3.0,0.03,0.0
2015-12-15,56,3.0,0.03,1.68
2015-12-16,0,3.0,0.03,0.0
2015-12-17,0,3.0,0.03,0.0
2015-12-18,0,3.0,0.03,0.0
2015-12-19,70,3.0,0.03,2.1
2015-12-20,51,3.0,0.03,1.53
2015-12-21,0,3.0,0.03,0.0
2015-12-22,0,3.0,0.03,0.0
2015-12-23,0,3.0,0.03,0.0
2015-12-24,0,3.0,0.03,0.0
2015-12-25,0,3.0,0.03,0.0
2015-12-26,0,3.0,0.03,0.0
2015-12-27,0,3.0,0.03,0.0
2015-12-28,0,3.0,0.03,0.0
2015-12-29,0,3.0,0.03,0.0
2015-12-30,53,3.0,0.03,1.5899999999999999
2015-12-31,100,3.0,0.03,3.0
2016-01-01,0,9.0,0.09,0.0
2016-01-02,38,9.0,0.09,3.42
2016-01-03,0,9.0,0.09,0.0
2016-01-04,0,9.0,0.09,0.0
2016-01-05,41,9.0,0.09,3.69
2016-01-06,0,9.0,0.09,0.0
2016-01-07,22,9.0,0.09,1.98
2016-01-08,0,9.0,0.09,0.0
2016-01-09,28,9.0,0.09,2.52
2016-01-10,0,9.0,0.09,0.0
2016-01-11,0,9.0,0.09,0.0
2016-01-12,18,9.0,0.09,1.6199999999999999
2016-01-13,18,9.0,0.09,1.6199999999999999
2016-01-14,36,9.0,0.09,3.2399999999999998
2016-01-15,0,9.0,0.09,0.0
2016-01-16,0,9.0,0.09,0.0
2016-01-17,0,9.0,0.09,0.0
2016-01-18,46,9.0,0.09,4.14
2016-01-19,0,9.0,0.09,0.0
2016-01-20,0,9.0,0.09,0.0
2016-01-21,0,9.0,0.09,0.0
2016-01-22,0,9.0,0.09,0.0
2016-01-23,0,9.0,0.09,0.0
2016-01-24,0,9.0,0.09,0.0
2016-01-25,0,9.0,0.09,0.0
2016-01-26,0,9.0,0.09,0.0
2016-01-27,0,9.0,0.09,0.0
2016-01-28,100,9.0,0.09,9.0
2016-01-29,95,9.0,0.09,8.549999999999999
2016-01-30,0,9.0,0.09,0.0
2016-01-31,39,9.0,0.09,3.51
2016-02-01,0,11.0,0.11,0.0
2016-02-02,0,11.0,0.11,0.0
2016-02-03,0,11.0,0.11,0.0
2016-02-04,0,11.0,0.11,0.0
2016-02-05,36,11.0,0.11,3.96
2016-02-06,44,11.0,0.11,4.84
2016-02-07,0,11.0,0.11,0.0
2016-02-08,0,11.0,0.11,0.0
2016-02-09,0,11.0,0.11,0.0
2016-02-10,37,11.0,0.11,4.07
2016-02-11,83,11.0,0.11,9.13
2016-02-12,0,11.0,0.11,0.0
2016-02-13,0,11.0,0.11,0.0
2016-02-14,0,11.0,0.11,0.0
2016-02-15,0,11.0,0.11,0.0
2016-02-16,54,11.0,0.11,5.94
2016-02-17,0,11.0,0.11,0.0
2016-02-18,0,11.0,0.11,0.0
2016-02-19,0,11.0,0.11,0.0
2016-02-20,0,11.0,0.11,0.0
2016-02-21,0,11.0,0.11,0.0
2016-02-22,0,11.0,0.11,0.0
2016-02-23,69,11.0,0.11,7.59
2016-02-24,0,11.0,0.11,0.0
2016-02-25,48,11.0,0.11,5.28
2016-02-26,43,11.0,0.11,4.73
2016-02-27,0,11.0,0.11,0.0
2016-02-28,100,11.0,0.11,11.0
2016-02-29,76,11.0,0.11,8.36
2016-03-01,42,9.0,0.09,3.78
2016-03-02,43,9.0,0.09,3.8699999999999997
2016-03-03,24,9.0,0.09,2.16
2016-03-04,0,9.0,0.09,0.0
2016-03-05,0,9.0,0.09,0.0
2016-03-06,0,9.0,0.09,0.0
2016-03-07,0,9.0,0.09,0.0
2016-03-08,20,9.0,0.09,1.7999999999999998
2016-03-09,0,9.0,0.09,0.0
2016-03-10,100,9.0,0.09,9.0
2016-03-11,0,9.0,0.09,0.0
2016-03-12,0,9.0,0.09,0.0
2016-03-13,43,9.0,0.09,3.8699999999999997
2016-03-14,26,9.0,0.09,2.34
2016-03-15,0,9.0,0.09,0.0
2016-03-16,0,9.0,0.09,0.0
2016-03-17,0,9.0,0.09,0.0
2016-03-18,0,9.0,0.09,0.0
2016-03-19,0,9.0,0.09,0.0
2016-03-20,0,9.0,0.09,0.0
2016-03-21,0,9.0,0.09,0.0
2016-03-22,19,9.0,0.09,1.71
2016-03-23,0,9.0,0.09,0.0
2016-03-24,0,9.0,0.09,0.0
2016-03-25,0,9.0,0.09,0.0
2016-03-26,0,9.0,0.09,0.0
2016-03-27,27,9.0,0.09,2.4299999999999997
2016-03-28,0,9.0,0.09,0.0
2016-03-29,0,9.0,0.09,0.0
2016-03-30,22,9.0,0.09,1.98
2016-03-31,0,9.0,0.09,0.0
2016-04-01,23,8.0,0.08,1.84
2016-04-02,0,8.0,0.08,0.0
2016-04-03,0,8.0,0.08,0.0
2016-04-04,0,8.0,0.08,0.0
2016-04-05,0,8.0,0.08,0.0
2016-04-06,100,8.0,0.08,8.0
2016-04-07,0,8.0,0.08,0.0
